wl,n
20.58,0.815019
20.59,0.815723
20.6,0.816428
20.61,0.817133
20.62,0.817838
20.63,0.818544
20.64,0.81925
20.65,0.819956
20.66,0.820663
20.67,0.821369
20.68,0.822077
20.69,0.822784
20.7,0.823492
20.71,0.8242
20.72,0.824908
20.73,0.825617
20.74,0.826326
20.75,0.827035
20.76,0.827744
20.77,0.828454
20.78,0.829164
20.79,0.829875
20.8,0.830585
20.81,0.831296
20.82,0.832008
20.83,0.832719
20.84,0.833431
20.85,0.834143
20.86,0.834856
20.87,0.835569
20.88,0.836282
20.89,0.836995
20.9,0.837709
20.91,0.838423
20.92,0.839137
20.93,0.839852
20.94,0.840566
20.95,0.841282
20.96,0.841997
20.97,0.842713
20.98,0.843429
20.99,0.844145
21,0.844862
21.01,0.845579
21.02,0.846296
21.03,0.847013
21.04,0.847731
21.05,0.848449
21.06,0.849168
21.07,0.849886
21.08,0.850605
21.09,0.851324
21.1,0.852044
21.11,0.852764
21.12,0.853484
21.13,0.854204
21.14,0.854925
21.15,0.855646
21.16,0.856367
21.17,0.857089
21.18,0.857811
21.19,0.858533
21.2,0.859256
21.21,0.859978
21.22,0.860701
21.23,0.861425
21.24,0.862148
21.25,0.862872
21.26,0.863597
21.27,0.864321
21.28,0.865046
21.29,0.865771
21.3,0.866496
21.31,0.867222
21.32,0.867948
21.33,0.868674
21.34,0.869401
21.35,0.870127
21.36,0.870855
21.37,0.871582
21.38,0.87231
21.39,0.873038
21.4,0.873766
21.41,0.874494
21.42,0.875223
21.43,0.875952
21.44,0.876682
21.45,0.877411
21.46,0.878141
21.47,0.878872
21.48,0.879602
21.49,0.880333
21.5,0.881064
21.51,0.881796
21.52,0.882527
21.53,0.883259
21.54,0.883992
21.55,0.884724
21.56,0.885457
21.57,0.88619
21.58,0.886923
21.59,0.887657
21.6,0.888391
21.61,0.889125
21.62,0.88986
21.63,0.890595
21.64,0.89133
21.65,0.892065
21.66,0.892801
21.67,0.893537
21.68,0.894273
21.69,0.89501
21.7,0.895746
21.71,0.896483
21.72,0.897221
21.73,0.897959
21.74,0.898696
21.75,0.899435
21.76,0.900173
21.77,0.900912
21.78,0.901651
21.79,0.90239
21.8,0.90313
21.81,0.90387
21.82,0.90461
21.83,0.90535
21.84,0.906091
21.85,0.906832
21.86,0.907574
21.87,0.908315
21.88,0.909057
21.89,0.909799
21.9,0.910542
21.91,0.911284
21.92,0.912027
21.93,0.91277
21.94,0.913514
21.95,0.914258
21.96,0.915002
21.97,0.915746
21.98,0.916491
21.99,0.917236
22,0.917981
22.01,0.918726
22.02,0.919472
22.03,0.920218
22.04,0.920965
22.05,0.921711
22.06,0.922458
22.07,0.923205
22.08,0.923952
22.09,0.9247
22.1,0.925448
22.11,0.926196
22.12,0.926945
22.13,0.927694
22.14,0.928443
22.15,0.929192
22.16,0.929942
22.17,0.930691
22.18,0.931442
22.19,0.932192
22.2,0.932943
22.21,0.933694
22.22,0.934445
22.23,0.935196
22.24,0.935948
22.25,0.9367
22.26,0.937453
22.27,0.938205
22.28,0.938958
22.29,0.939711
22.3,0.940465
22.31,0.941218
22.32,0.941972
22.33,0.942726
22.34,0.943481
22.35,0.944236
22.36,0.944991
22.37,0.945746
22.38,0.946502
22.39,0.947258
22.4,0.948014
22.41,0.94877
22.42,0.949527
22.43,0.950284
22.44,0.951041
22.45,0.951798
22.46,0.952556
22.47,0.953314
22.48,0.954072
22.49,0.954831
22.5,0.955589
22.51,0.956349
22.52,0.957108
22.53,0.957867
22.54,0.958627
22.55,0.959387
22.56,0.960148
22.57,0.960908
22.58,0.961669
22.59,0.962431
22.6,0.963192
22.61,0.963954
22.62,0.964716
22.63,0.965478
22.64,0.96624
22.65,0.967003
22.66,0.967766
22.67,0.96853
22.68,0.969293
22.69,0.970057
22.7,0.970821
22.71,0.971585
22.72,0.97235
22.73,0.973115
22.74,0.97388
22.75,0.974645
22.76,0.975411
22.77,0.976177
22.78,0.976943
22.79,0.97771
22.8,0.978476
22.81,0.979243
22.82,0.98001
22.83,0.980778
22.84,0.981546
22.85,0.982314
22.86,0.983082
22.87,0.98385
22.88,0.984619
22.89,0.985388
22.9,0.986157
22.91,0.986927
22.92,0.987697
22.93,0.988467
22.94,0.989237
22.95,0.990008
22.96,0.990779
22.97,0.99155
22.98,0.992321
22.99,0.993093
23,0.993864
23.01,0.994637
23.02,0.995409
23.03,0.996182
23.04,0.996954
23.05,0.997728
23.06,0.998501
23.07,0.999275
23.08,1.000048
23.09,1.000823
23.1,1.001597
23.11,1.002372
23.12,1.003147
23.13,1.003922
23.14,1.004697
23.15,1.005473
23.16,1.006249
23.17,1.007025
23.18,1.007801
23.19,1.008578
23.2,1.009355
23.21,1.010132
23.22,1.010909
23.23,1.011687
23.24,1.012465
23.25,1.013243
23.26,1.014022
23.27,1.0148
23.28,1.015579
23.29,1.016358
23.3,1.017138
23.31,1.017917
23.32,1.018697
23.33,1.019477
23.34,1.020258
23.35,1.021038
23.36,1.021819
23.37,1.0226
23.38,1.023382
23.39,1.024163
23.4,1.024945
23.41,1.025727
23.42,1.02651
23.43,1.027292
23.44,1.028075
23.45,1.028858
23.46,1.029642
23.47,1.030425
23.48,1.031209
23.49,1.031993
23.5,1.032777
23.51,1.033562
23.52,1.034347
23.53,1.035132
23.54,1.035917
23.55,1.036703
23.56,1.037488
23.57,1.038274
23.58,1.039061
23.59,1.039847
23.6,1.040634
23.61,1.041421
23.62,1.042208
23.63,1.042995
23.64,1.043783
23.65,1.044571
23.66,1.045359
23.67,1.046148
23.68,1.046936
23.69,1.047725
23.7,1.048514
23.71,1.049304
23.72,1.050093
23.73,1.050883
23.74,1.051673
23.75,1.052463
23.76,1.053254
23.77,1.054045
23.78,1.054835
23.79,1.055627
23.8,1.056418
23.81,1.05721
23.82,1.058002
23.83,1.058794
23.84,1.059586
23.85,1.060379
23.86,1.061172
23.87,1.061965
23.88,1.062758
23.89,1.063552
23.9,1.064346
23.91,1.06514
23.92,1.065934
23.93,1.066728
23.94,1.067523
23.95,1.068318
23.96,1.069113
23.97,1.069908
23.98,1.070704
23.99,1.0715
24,1.072296
24.01,1.073092
24.02,1.073889
24.03,1.074685
24.04,1.075482
24.05,1.07628
24.06,1.077077
24.07,1.077875
24.08,1.078673
24.09,1.079471
24.1,1.080269
24.11,1.081068
24.12,1.081866
24.13,1.082665
24.14,1.083465
24.15,1.084264
24.16,1.085064
24.17,1.085864
24.18,1.086664
24.19,1.087464
24.2,1.088264
24.21,1.089065
24.22,1.089866
24.23,1.090667
24.24,1.091469
24.25,1.092271
24.26,1.093072
24.27,1.093874
24.28,1.094677
24.29,1.095479
24.3,1.096282
24.31,1.097085
24.32,1.097888
24.33,1.098692
24.34,1.099495
24.35,1.100299
24.36,1.101103
24.37,1.101907
24.38,1.102712
24.39,1.103516
24.4,1.104321
24.41,1.105126
24.42,1.105932
24.43,1.106737
24.44,1.107543
24.45,1.108349
24.46,1.109155
24.47,1.109961
24.48,1.110768
24.49,1.111575
24.5,1.112382
24.51,1.113189
24.52,1.113996
24.53,1.114804
24.54,1.115612
24.55,1.11642
24.56,1.117228
24.57,1.118037
24.58,1.118845
24.59,1.119654
24.6,1.120463
24.61,1.121273
24.62,1.122082
24.63,1.122892
24.64,1.123702
24.65,1.124512
24.66,1.125322
24.67,1.126133
24.68,1.126943
24.69,1.127754
24.7,1.128565
24.71,1.129377
24.72,1.130188
24.73,1.131
24.74,1.131812
24.75,1.132624
24.76,1.133436
24.77,1.134249
24.78,1.135061
24.79,1.135874
24.8,1.136687
24.81,1.137501
24.82,1.138314
24.83,1.139128
24.84,1.139942
24.85,1.140756
24.86,1.14157
24.87,1.142385
24.88,1.143199
24.89,1.144014
24.9,1.144829
24.91,1.145644
24.92,1.14646
24.93,1.147276
24.94,1.148091
24.95,1.148907
24.96,1.149724
24.97,1.15054
24.98,1.151357
24.99,1.152173
25,1.15299
25.01,1.153807
25.02,1.154625
25.03,1.155442
25.04,1.15626
25.05,1.157078
25.06,1.157896
25.07,1.158714
25.08,1.159533
25.09,1.160351
25.1,1.16117
25.11,1.161989
25.12,1.162808
25.13,1.163628
25.14,1.164447
25.15,1.165267
25.16,1.166087
25.17,1.166907
25.18,1.167727
25.19,1.168548
25.2,1.169368
25.21,1.170189
25.22,1.17101
25.23,1.171831
25.24,1.172653
25.25,1.173474
25.26,1.174296
25.27,1.175118
25.28,1.17594
25.29,1.176762
25.3,1.177584
25.31,1.178407
25.32,1.17923
25.33,1.180053
25.34,1.180876
25.35,1.181699
25.36,1.182522
25.37,1.183346
25.38,1.18417
25.39,1.184994
25.4,1.185818
25.41,1.186642
25.42,1.187466
25.43,1.188291
25.44,1.189116
25.45,1.189941
25.46,1.190766
25.47,1.191591
25.48,1.192416
25.49,1.193242
25.5,1.194068
25.51,1.194893
25.52,1.19572
25.53,1.196546
25.54,1.197372
25.55,1.198199
25.56,1.199025
25.57,1.199852
25.58,1.200679
25.59,1.201506
25.6,1.202334
25.61,1.203161
25.62,1.203989
25.63,1.204817
25.64,1.205645
25.65,1.206473
25.66,1.207301
25.67,1.208129
25.68,1.208958
25.69,1.209787
25.7,1.210616
25.71,1.211445
25.72,1.212274
25.73,1.213103
25.74,1.213932
25.75,1.214762
25.76,1.215592
25.77,1.216422
25.78,1.217252
25.79,1.218082
25.8,1.218912
25.81,1.219743
25.82,1.220573
25.83,1.221404
25.84,1.222235
25.85,1.223066
25.86,1.223897
25.87,1.224728
25.88,1.22556
25.89,1.226392
25.9,1.227223
25.91,1.228055
25.92,1.228887
25.93,1.229719
25.94,1.230552
25.95,1.231384
25.96,1.232216
25.97,1.233049
25.98,1.233882
25.99,1.234715
26,1.235548
26.01,1.236381
26.02,1.237214
26.03,1.238048
26.04,1.238881
26.05,1.239715
26.06,1.240549
26.07,1.241383
26.08,1.242217
26.09,1.243051
26.1,1.243885
26.11,1.24472
26.12,1.245554
26.13,1.246389
26.14,1.247224
26.15,1.248059
26.16,1.248894
26.17,1.249729
26.18,1.250564
26.19,1.2514
26.2,1.252235
26.21,1.253071
26.22,1.253907
26.23,1.254742
26.24,1.255578
26.25,1.256414
26.26,1.257251
26.27,1.258087
26.28,1.258923
26.29,1.25976
26.3,1.260596
26.31,1.261433
26.32,1.26227
26.33,1.263107
26.34,1.263944
26.35,1.264781
26.36,1.265618
26.37,1.266456
26.38,1.267293
26.39,1.268131
26.4,1.268968
26.41,1.269806
26.42,1.270644
26.43,1.271482
26.44,1.27232
26.45,1.273158
26.46,1.273996
26.47,1.274834
26.48,1.275673
26.49,1.276511
26.5,1.27735
26.51,1.278188
26.52,1.279027
26.53,1.279866
26.54,1.280705
26.55,1.281544
26.56,1.282383
26.57,1.283222
26.58,1.284061
26.59,1.284901
26.6,1.28574
26.61,1.28658
26.62,1.287419
26.63,1.288259
26.64,1.289098
26.65,1.289938
26.66,1.290778
26.67,1.291618
26.68,1.292458
26.69,1.293298
26.7,1.294138
26.71,1.294978
26.72,1.295819
26.73,1.296659
26.74,1.2975
26.75,1.29834
26.76,1.299181
26.77,1.300021
26.78,1.300862
26.79,1.301703
26.8,1.302543
26.81,1.303384
26.82,1.304225
26.83,1.305066
26.84,1.305907
26.85,1.306748
26.86,1.307589
26.87,1.30843
26.88,1.309272
26.89,1.310113
26.9,1.310954
26.91,1.311796
26.92,1.312637
26.93,1.313479
26.94,1.31432
26.95,1.315162
26.96,1.316003
26.97,1.316845
26.98,1.317686
26.99,1.318528
27,1.31937
27.01,1.320212
27.02,1.321054
27.03,1.321895
27.04,1.322737
27.05,1.323579
27.06,1.324421
27.07,1.325263
27.08,1.326105
27.09,1.326947
27.1,1.327789
27.11,1.328631
27.12,1.329473
27.13,1.330315
27.14,1.331158
27.15,1.332
27.16,1.332842
27.17,1.333684
27.18,1.334526
27.19,1.335369
27.2,1.336211
27.21,1.337053
27.22,1.337895
27.23,1.338737
27.24,1.33958
27.25,1.340422
27.26,1.341264
27.27,1.342107
27.28,1.342949
27.29,1.343791
27.3,1.344633
27.31,1.345476
27.32,1.346318
27.33,1.34716
27.34,1.348002
27.35,1.348845
27.36,1.349687
27.37,1.350529
27.38,1.351371
27.39,1.352213
27.4,1.353056
27.41,1.353898
27.42,1.35474
27.43,1.355582
27.44,1.356424
27.45,1.357266
27.46,1.358108
27.47,1.35895
27.48,1.359792
27.49,1.360634
27.5,1.361476
27.51,1.362318
27.52,1.36316
27.53,1.364002
27.54,1.364843
27.55,1.365685
27.56,1.366527
27.57,1.367369
27.58,1.36821
27.59,1.369052
27.6,1.369893
27.61,1.370735
27.62,1.371576
27.63,1.372417
27.64,1.373259
27.65,1.3741
27.66,1.374941
27.67,1.375782
27.68,1.376623
27.69,1.377464
27.7,1.378305
27.71,1.379146
27.72,1.379987
27.73,1.380828
27.74,1.381669
27.75,1.382509
27.76,1.38335
27.77,1.38419
27.78,1.38503
27.79,1.385871
27.8,1.386711
27.81,1.387551
27.82,1.388391
27.83,1.389231
27.84,1.390071
27.85,1.390911
27.86,1.39175
27.87,1.39259
27.88,1.393429
27.89,1.394269
27.9,1.395108
27.91,1.395947
27.92,1.396786
27.93,1.397625
27.94,1.398464
27.95,1.399302
27.96,1.400141
27.97,1.40098
27.98,1.401818
27.99,1.402656
28,1.403494
28.01,1.404332
28.02,1.40517
28.03,1.406008
28.04,1.406845
28.05,1.407683
28.06,1.40852
28.07,1.409357
28.08,1.410194
28.09,1.411031
28.1,1.411868
28.11,1.412705
28.12,1.413541
28.13,1.414378
28.14,1.415214
28.15,1.41605
28.16,1.416886
28.17,1.417721
28.18,1.418557
28.19,1.419392
28.2,1.420227
28.21,1.421062
28.22,1.421897
28.23,1.422732
28.24,1.423566
28.25,1.424401
28.26,1.425235
28.27,1.426069
28.28,1.426902
28.29,1.427736
28.3,1.428569
28.31,1.429402
28.32,1.430235
28.33,1.431068
28.34,1.431901
28.35,1.432733
28.36,1.433565
28.37,1.434397
28.38,1.435229
28.39,1.43606
28.4,1.436892
28.41,1.437723
28.42,1.438554
28.43,1.439384
28.44,1.440215
28.45,1.441045
28.46,1.441875
28.47,1.442704
28.48,1.443534
28.49,1.444363
28.5,1.445192
28.51,1.44602
28.52,1.446849
28.53,1.447677
28.54,1.448505
28.55,1.449333
28.56,1.45016
28.57,1.450987
28.58,1.451814
28.59,1.45264
28.6,1.453467
28.61,1.454293
28.62,1.455118
28.63,1.455944
28.64,1.456769
28.65,1.457594
28.66,1.458418
28.67,1.459243
28.68,1.460067
28.69,1.46089
28.7,1.461714
28.71,1.462537
28.72,1.463359
28.73,1.464182
28.74,1.465004
28.75,1.465825
28.76,1.466647
28.77,1.467468
28.78,1.468289
28.79,1.469109
28.8,1.469929
28.81,1.470749
28.82,1.471568
28.83,1.472387
28.84,1.473206
28.85,1.474024
28.86,1.474842
28.87,1.475659
28.88,1.476476
28.89,1.477293
28.9,1.47811
28.91,1.478926
28.92,1.479741
28.93,1.480556
28.94,1.481371
28.95,1.482186
28.96,1.483
28.97,1.483813
28.98,1.484626
28.99,1.485439
29,1.486252
29.01,1.487064
29.02,1.487875
29.03,1.488686
29.04,1.489497
29.05,1.490307
29.06,1.491117
29.07,1.491926
29.08,1.492735
29.09,1.493543
29.1,1.494351
29.11,1.495159
29.12,1.495966
29.13,1.496772
29.14,1.497578
29.15,1.498384
29.16,1.499189
29.17,1.499993
29.18,1.500797
29.19,1.501601
29.2,1.502404
29.21,1.503206
29.22,1.504008
29.23,1.50481
29.24,1.505611
29.25,1.506411
29.26,1.507211
29.27,1.508011
29.28,1.50881
29.29,1.509608
29.3,1.510406
29.31,1.511203
29.32,1.511999
29.33,1.512795
29.34,1.513591
29.35,1.514386
29.36,1.51518
29.37,1.515974
29.38,1.516767
29.39,1.517559
29.4,1.518351
29.41,1.519142
29.42,1.519933
29.43,1.520723
29.44,1.521513
29.45,1.522301
29.46,1.523089
29.47,1.523877
29.48,1.524664
29.49,1.52545
29.5,1.526236
29.51,1.52702
29.52,1.527805
29.53,1.528588
29.54,1.529371
29.55,1.530153
29.56,1.530935
29.57,1.531715
29.58,1.532496
29.59,1.533275
29.6,1.534054
29.61,1.534831
29.62,1.535609
29.63,1.536385
29.64,1.537161
29.65,1.537936
29.66,1.53871
29.67,1.539483
29.68,1.540256
29.69,1.541028
29.7,1.541799
29.71,1.542569
29.72,1.543339
29.73,1.544108
29.74,1.544876
29.75,1.545643
29.76,1.546409
29.77,1.547175
29.78,1.547939
29.79,1.548703
29.8,1.549466
29.81,1.550229
29.82,1.55099
29.83,1.55175
29.84,1.55251
29.85,1.553269
29.86,1.554026
29.87,1.554783
29.88,1.555539
29.89,1.556295
29.9,1.557049
29.91,1.557802
29.92,1.558554
29.93,1.559306
29.94,1.560056
29.95,1.560806
29.96,1.561555
29.97,1.562302
29.98,1.563049
29.99,1.563795
30,1.56454
